tweet_english,tokenize_tweet,labels,cleaned_tweet
check out the digital footprint of wind ethics,"['check', 'out', 'the', 'digital', 'footprint', 'of', 'wind', 'ethics']",netral,check digital footprint wind ethics
"just make money, that's all","['just', 'make', 'money', ',', 'that', ""'s"", 'all']",netral,"money , 's"
the power of mother if you give really spicy comments,"['the', 'power', 'of', 'mother', 'if', 'you', 'give', 'really', 'spicy', 'comments']",netral,power mother spicy comments
"nobar before the presidential candidate, who is your champion, bro, what is Anies Baswed, Prabowo Subianto or Ganjar Pranowo?","['nobar', 'before', 'the', 'presidential', 'candidate', ',', 'who', 'is', 'your', 'champion', ',', 'bro', ',', 'what', 'is', 'Anies', 'Baswed', ',', 'Prabowo', 'Subianto', 'or', 'Ganjar', 'Pranowo', '?']",positif,"nobar presidential candidate , champion , bro , Anies Baswed , Prabowo Subianto Ganjar Pranowo ?"
the excitement of the presidential candidate debate with Wika Salim,"['the', 'excitement', 'of', 'the', 'presidential', 'candidate', 'debate', 'with', 'Wika', 'Salim']",positif,excitement presidential candidate debate Wika Salim
"like a school kid giving a presentation in front of the class then getting emotional asking to meet in the garden behind the school, so what are you doing in the back garden?","['like', 'a', 'school', 'kid', 'giving', 'a', 'presentation', 'in', 'front', 'of', 'the', 'class', 'then', 'getting', 'emotional', 'asking', 'to', 'meet', 'in', 'the', 'garden', 'behind', 'the', 'school', ',', 'so', 'what', 'are', 'you', 'doing', 'in', 'the', 'back', 'garden', '?']",positif,"school kid presentation class emotional meet garden school , garden ?"
"The candidate pair's vision and mission only focuses on attacks that seem to only focus on the candidate pair and this doesn't look pretty and elegant, in fact I think this is a fatal blunder for the candidate pair","['The', 'candidate', 'pair', ""'s"", 'vision', 'and', 'mission', 'only', 'focuses', 'on', 'attacks', 'that', 'seem', 'to', 'only', 'focus', 'on', 'the', 'candidate', 'pair', 'and', 'this', 'does', ""n't"", 'look', 'pretty', 'and', 'elegant', ',', 'in', 'fact', 'I', 'think', 'this', 'is', 'a', 'fatal', 'blunder', 'for', 'the', 'candidate', 'pair']",negatif,"candidate pair 's vision mission focuses attacks focus candidate pair n't pretty elegant , fatal blunder candidate pair"
"TikTok residents, why is it that Anies nudged, he thought he was personal to Prabowo, heyyy, this is a debate event, not yasinan or coffee, braderr, this is a contest of ideas, the habit of discussing mental health to Bundir Sichawnima","['TikTok', 'residents', ',', 'why', 'is', 'it', 'that', 'Anies', 'nudged', ',', 'he', 'thought', 'he', 'was', 'personal', 'to', 'Prabowo', ',', 'heyyy', ',', 'this', 'is', 'a', 'debate', 'event', ',', 'not', 'yasinan', 'or', 'coffee', ',', 'braderr', ',', 'this', 'is', 'a', 'contest', 'of', 'ideas', ',', 'the', 'habit', 'of', 'discussing', 'mental', 'health', 'to', 'Bundir', 'Sichawnima']",netral,"TikTok residents , Anies nudged , personal Prabowo , heyyy , debate event , yasinan coffee , braderr , contest ideas , habit discussing mental health Bundir Sichawnima"
all in reward,"['all', 'in', 'reward']",positif,reward
fascinated top gan tag grace talking emotional attack,"['fascinated', 'top', 'gan', 'tag', 'grace', 'talking', 'emotional', 'attack']",positif,fascinated gan tag grace talking emotional attack
"Our favorite presidential candidate, Ganjar Pranowo, is showing his superior vision and mission for the progress of the Indonesian nation","['Our', 'favorite', 'presidential', 'candidate', ',', 'Ganjar', 'Pranowo', ',', 'is', 'showing', 'his', 'superior', 'vision', 'and', 'mission', 'for', 'the', 'progress', 'of', 'the', 'Indonesian', 'nation']",positif,"favorite presidential candidate , Ganjar Pranowo , superior vision mission progress Indonesian nation"
great enthusiasm sir,"['great', 'enthusiasm', 'sir']",positif,enthusiasm sir
"Keep on the gas, sir. Be enthusiastic","['Keep', 'on', 'the', 'gas', ',', 'sir', '.', 'Be', 'enthusiastic']",positif,"gas , sir . enthusiastic"
at set test bag,"['at', 'set', 'test', 'bag']",netral,set bag
My presidential and vice presidential candidates are really cool,"['My', 'presidential', 'and', 'vice', 'presidential', 'candidates', 'are', 'really', 'cool']",positif,presidential vice presidential candidates cool
Ganjar Mahfud attended the third presidential candidate debate and wore a top gun style bomber jacket,"['Ganjar', 'Mahfud', 'attended', 'the', 'third', 'presidential', 'candidate', 'debate', 'and', 'wore', 'a', 'top', 'gun', 'style', 'bomber', 'jacket']",negatif,Ganjar Mahfud attended presidential candidate debate wore gun style bomber jacket
"The third debate has just finished, are you still loyal to your initial choice or are you starting to look at others?","['The', 'third', 'debate', 'has', 'just', 'finished', ',', 'are', 'you', 'still', 'loyal', 'to', 'your', 'initial', 'choice', 'or', 'are', 'you', 'starting', 'to', 'look', 'at', 'others', '?']",positif,"debate finished , loyal initial choice starting ?"
"Mr Prabowo's kodong can't answer Mr Ganjar's question, Mr Anies' question can't be answered properly either","['Mr', 'Prabowo', ""'s"", 'kodong', 'ca', ""n't"", 'answer', 'Mr', 'Ganjar', ""'s"", 'question', ',', 'Mr', 'Anies', ""'"", 'question', 'ca', ""n't"", 'be', 'answered', 'properly', 'either']",netral,"Prabowo 's kodong n't answer Ganjar 's question , Anies ' question n't answered properly"
Cheers to our chairman for a great debate tonight,"['Cheers', 'to', 'our', 'chairman', 'for', 'a', 'great', 'debate', 'tonight']",positif,Cheers chairman debate tonight
enough is enough to buy old ones with our debt for our own made in the country gaza shibal south south ya allah megawati klaten el chef niki lpdp bangladesh defense,"['enough', 'is', 'enough', 'to', 'buy', 'old', 'ones', 'with', 'our', 'debt', 'for', 'our', 'own', 'made', 'in', 'the', 'country', 'gaza', 'shibal', 'south', 'south', 'ya', 'allah', 'megawati', 'klaten', 'el', 'chef', 'niki', 'lpdp', 'bangladesh', 'defense']",negatif,debt country gaza shibal south south ya allah megawati klaten el chef niki lpdp bangladesh defense
as defense minister Prabowo adhered to a doctrine based on the interests of the state,"['as', 'defense', 'minister', 'Prabowo', 'adhered', 'to', 'a', 'doctrine', 'based', 'on', 'the', 'interests', 'of', 'the', 'state']",positif,defense minister Prabowo adhered doctrine based
the most hacked by hackers and Anies wants to return too much of the budget which has no impact on cyber defense,"['the', 'most', 'hacked', 'by', 'hackers', 'and', 'Anies', 'wants', 'to', 'return', 'too', 'much', 'of', 'the', 'budget', 'which', 'has', 'no', 'impact', 'on', 'cyber', 'defense']",negatif,hacked hackers Anies return budget impact cyber defense
Prabowo said that Rp,"['Prabowo', 'said', 'that', 'Rp']",netral,Prabowo Rp
The third KPU debate could be a consideration for choosing a presidential candidate,"['The', 'third', 'KPU', 'debate', 'could', 'be', 'a', 'consideration', 'for', 'choosing', 'a', 'presidential', 'candidate']",netral,KPU debate consideration choosing presidential candidate
"This is the moment of arrival of candidate pair number three Ganjarmahfud MD wearing top gun clothes at Istora Senayan, Central Jakarta, Sunday","['This', 'is', 'the', 'moment', 'of', 'arrival', 'of', 'candidate', 'pair', 'number', 'three', 'Ganjarmahfud', 'MD', 'wearing', 'top', 'gun', 'clothes', 'at', 'Istora', 'Senayan', ',', 'Central', 'Jakarta', ',', 'Sunday']",negatif,"moment arrival candidate pair Ganjarmahfud wearing gun clothes Istora Senayan , Central Jakarta , Sunday"
A tense atmosphere appeared to surround the three presidential candidates while they were on the debate stage following footage of their tense faces,"['A', 'tense', 'atmosphere', 'appeared', 'to', 'surround', 'the', 'three', 'presidential', 'candidates', 'while', 'they', 'were', 'on', 'the', 'debate', 'stage', 'following', 'footage', 'of', 'their', 'tense', 'faces']",negatif,tense atmosphere appeared surround presidential candidates debate stage footage tense
namely Fery Farhati Ganis and Rustini Murtadho,"['namely', 'Fery', 'Farhati', 'Ganis', 'and', 'Rustini', 'Murtadho']",netral,Fery Farhati Ganis Rustini Murtadho
TPN Ganjarmahfud is an authentic leader who can take RI further forward,"['TPN', 'Ganjarmahfud', 'is', 'an', 'authentic', 'leader', 'who', 'can', 'take', 'RI', 'further', 'forward']",netral,TPN Ganjarmahfud authentic leader RI
Candidate pair number three Ganjar Pranowo and Mahfud MD entered the debate stage wearing bomber jackets and sunglasses like pilots in the film Top Gun.,"['Candidate', 'pair', 'number', 'three', 'Ganjar', 'Pranowo', 'and', 'Mahfud', 'MD', 'entered', 'the', 'debate', 'stage', 'wearing', 'bomber', 'jackets', 'and', 'sunglasses', 'like', 'pilots', 'in', 'the', 'film', 'Top', 'Gun', '.']",positif,Candidate pair Ganjar Pranowo Mahfud entered debate stage wearing bomber jackets sunglasses pilots film Gun .
Gangarmahfud compactly wore a top gun style bomber jacket,"['Gangarmahfud', 'compactly', 'wore', 'a', 'top', 'gun', 'style', 'bomber', 'jacket']",negatif,Gangarmahfud compactly wore gun style bomber jacket
"The theme of the third debate tonight is defense, security, international relations and geopolitics.","['The', 'theme', 'of', 'the', 'third', 'debate', 'tonight', 'is', 'defense', ',', 'security', ',', 'international', 'relations', 'and', 'geopolitics', '.']",positif,"theme debate tonight defense , security , international relations geopolitics ."
Candidate pair number three Ganjar Pranowo & Mahfud MD were seen coming wearing bomber jackets,"['Candidate', 'pair', 'number', 'three', 'Ganjar', 'Pranowo', '&', 'Mahfud', 'MD', 'were', 'seen', 'coming', 'wearing', 'bomber', 'jackets']",positif,Candidate pair Ganjar Pranowo & Mahfud coming wearing bomber jackets
Surya also emphasized that Anies was not afraid to face the other candidate pairs in this debate theme.,"['Surya', 'also', 'emphasized', 'that', 'Anies', 'was', 'not', 'afraid', 'to', 'face', 'the', 'other', 'candidate', 'pairs', 'in', 'this', 'debate', 'theme', '.']",netral,Surya emphasized Anies afraid candidate pairs debate theme .
"Tonight, let's watch our presidential candidate debate","['Tonight', ',', 'let', ""'s"", 'watch', 'our', 'presidential', 'candidate', 'debate']",netral,"Tonight , 's watch presidential candidate debate"
"are you ready to support your favorite presidential candidate again, watch this week of January live at WIB on digital TV channels, UHF channels or streaming","['are', 'you', 'ready', 'to', 'support', 'your', 'favorite', 'presidential', 'candidate', 'again', ',', 'watch', 'this', 'week', 'of', 'January', 'live', 'at', 'WIB', 'on', 'digital', 'TV', 'channels', ',', 'UHF', 'channels', 'or', 'streaming']",positif,"ready support favorite presidential candidate , watch week January live WIB digital channels , UHF channels streaming"
Sunday January WIB talk show ahead of the presidential debate live on Nusantara TV hosted by Donny De Keizer and Tascha Liudmila,"['Sunday', 'January', 'WIB', 'talk', 'show', 'ahead', 'of', 'the', 'presidential', 'debate', 'live', 'on', 'Nusantara', 'TV', 'hosted', 'by', 'Donny', 'De', 'Keizer', 'and', 'Tascha', 'Liudmila']",netral,Sunday January WIB talk presidential debate live Nusantara hosted Donny Keizer Tascha Liudmila
Nusantara TV will present special coverage guided by qualified speakers in their fields. The first session is on the theme of Indonesia's role and challenges in the current international relations system.,"['Nusantara', 'TV', 'will', 'present', 'special', 'coverage', 'guided', 'by', 'qualified', 'speakers', 'in', 'their', 'fields', '.', 'The', 'first', 'session', 'is', 'on', 'the', 'theme', 'of', 'Indonesia', ""'s"", 'role', 'and', 'challenges', 'in', 'the', 'current', 'international', 'relations', 'system', '.']",positif,Nusantara special coverage guided qualified speakers fields . session theme Indonesia 's role challenges current international relations .
Pranowo's father's readiness to debate the presidential candidate. Let's continue to support Pranowo's father to become President of the Republic of Indonesia,"['Pranowo', ""'s"", 'father', ""'s"", 'readiness', 'to', 'debate', 'the', 'presidential', 'candidate', '.', 'Let', ""'s"", 'continue', 'to', 'support', 'Pranowo', ""'s"", 'father', 'to', 'become', 'President', 'of', 'the', 'Republic', 'of', 'Indonesia']",positif,Pranowo 's father 's readiness debate presidential candidate . 's continue support Pranowo 's father President Republic Indonesia
"Don't forget to watch their debate in the presidential debate live on Nusantara TV, Sunday, January WIB until finished","['Do', ""n't"", 'forget', 'to', 'watch', 'their', 'debate', 'in', 'the', 'presidential', 'debate', 'live', 'on', 'Nusantara', 'TV', ',', 'Sunday', ',', 'January', 'WIB', 'until', 'finished']",positif,"n't forget watch debate presidential debate live Nusantara , Sunday , January WIB finished"
I'm sorry,"['I', ""'m"", 'sorry']",negatif,'m
"The people's trust is your trust, sir","['The', 'people', ""'s"", 'trust', 'is', 'your', 'trust', ',', 'sir']",positif,"people 's trust trust , sir"
"lit up, Mr Gangar imitates Jokowi","['lit', 'up', ',', 'Mr', 'Gangar', 'imitates', 'Jokowi']",netral,"lit , Gangar imitates Jokowi"
"clearly straightforward and firm, expressed based on facts and valid and real data","['clearly', 'straightforward', 'and', 'firm', ',', 'expressed', 'based', 'on', 'facts', 'and', 'valid', 'and', 'real', 'data']",positif,"straightforward firm , expressed based valid real data"
Deputy Director Representative of the TPN Ganjarmahfud National Winning Team Charles Honoris believes that presidential candidate Prabowo Subianto does not understand the difference between stunting and malnutrition,"['Deputy', 'Director', 'Representative', 'of', 'the', 'TPN', 'Ganjarmahfud', 'National', 'Winning', 'Team', 'Charles', 'Honoris', 'believes', 'that', 'presidential', 'candidate', 'Prabowo', 'Subianto', 'does', 'not', 'understand', 'the', 'difference', 'between', 'stunting', 'and', 'malnutrition']",positif,Deputy Director Representative TPN Ganjarmahfud National Winning Team Charles Honoris believes presidential candidate Prabowo Subianto understand difference stunting malnutrition
