tweet_english,labels
Traders confide in Ganjar Pranowo about the high price of chilies,netral
TPN asked the police and TNI to investigate the death of one Ganjarmahfud volunteer,negatif
"Days before the presidential election, Arsjad Rasjid fuels the enthusiasm of volunteers to win Ganjarmahfud",positif
TNI soldiers suspected of beating Gangarmahfud volunteers are being questioned,negatif
"Ganjar officially launched the KTP Sakti program, a more effective and targeted social assistance program",positif
Abuya Muhtadi leads national consolidation prayers but wins Gangarmahfud,positif
launch the Sakti Ganjar KTP program to guarantee that social assistance is more effective and right on target,positif
"Ganjar Pranowo offers this magical KTP program, its advantages",positif
Ganjar Pranowo's free internet program has received positive appreciation from young people,positif
Ganjar volunteers invite the younger generation to channel their hobby through fun futsal,positif
Gangarmahfud's vision and mission is said to be pro-young people. This is proof,positif
"Determined to provide cheap housing for small residents, if necessary, we provide special credit",positif
"national consolidation day towards victory, Gangarmahfud's chants echoed",netral
"In the experience of violence, one Ganjarmahfud volunteer died and four others were seriously injured",negatif
Hasto is confident that public support for Ganjar Mahfud will grow,positif
Ganjar attended the consolidation of the day towards victory greeted by the shouts of supporters,positif
"But the title day for victory in Jakarta, Gangarmahfud, will be here",netral
"Ganjar Pranowo stays in Boyolali, this is the confession of the house owner",netral
Hasto and Awiek attended the national consolidation day leading to Ganjarmahfud's victory,netral
Mahfud MD attended the national consolidation day leading to Ganjarmahfud's victory,netral
Wear a black satset Gangar jacket to attend the National Consolidation Day towards Victory,netral
Siti Atikoh stated that Ganjarmahfud supports MSMEs,positif
Boyolali residents were happy and didn't expect Mr Ganjar to stay here,positif
"Ganjar Pranowo prepares this cheap housing program, leaks",netral
ganjar pranowo mahfud md day towards victory,netral
with wife wearing white dress code while attending national consolidation of TPN,netral
HT and Liliana attend the National Consolidation of TPN Gangarmahfud,netral
"visiting the Wonogiri city market on Jalan Jenderal Sudirman Sukorejo, Central Java, Friday",netral
fun duet together,positif
welcomed by TPN Chairman Arsjad Rasjid Gangarmahfud to attend the National Consolidation Day for Victory,positif
"But Ganjarmahfud held a national consolidation on the eve of the general election, this is the reason",netral
optimistic that in this third debate the issue will be brought to justice by Pranowo,positif
rewarding moment of visiting the market and listening to the stories of traders in Boyolali,positif
"Ready to face the presidential candidate debate, Ganjar Pranowo touched on the issue of used planes",positif
